,제조사,모델,모델연도,사용량,배기량,변속기,연료,연비,가격
11129,Mercedes Benz, C Class,2015,69930,1.6,Manual,Diesel,68.9,13000
11130,Mercedes Benz, GLA Class,2015,115920,2.1,Manual,Diesel,62.8,10500
11131,Mercedes Benz, A Class,2014,71240,2.1,Manual,Diesel,62.8,10795
11132,Mercedes Benz, A Class,2015,81520,1.5,Manual,Diesel,70.6,10000
11133,Mercedes Benz, C Class,2015,101540,2.1,Automatic,Diesel,64.2,11500
11134,Mercedes Benz, GLA Class,2015,57090,2.1,Automatic,Diesel,62.8,14000
11135,Mercedes Benz, C Class,2015,136760,2.1,Automatic,Hybrid,76.4,10795
11136,Mercedes Benz, C Class,2015,87980,2.0,Automatic,Hybrid,134.5,13295
11137,Mercedes Benz, GLA Class,2017,37000,2.2,Automatic,Diesel,56.5,19995
11138,Mercedes Benz, E Class,2011,90000,3.0,Automatic,Diesel,43.5,9995
11139,Mercedes Benz, SL CLASS,2016,35000,4.7,Automatic,Petrol,31.0,33995
11140,Mercedes Benz, CLK,2004,113000,2.7,Automatic,Diesel,39.2,2995
11141,Mercedes Benz, C Class,2015,52000,2.1,Automatic,Diesel,67.3,15995
11142,Mercedes Benz, A Class,2017,33000,1.6,Manual,Petrol,51.4,13495
11143,Mercedes Benz, A Class,2016,22500,2.1,Semi-Auto,Diesel,68.9,15699
11144,Mercedes Benz, A Class,2018,41000,1.5,Manual,Diesel,68.9,14990
11145,Mercedes Benz, S Class,2012,72700,3.0,Automatic,Diesel,41.5,12995
11146,Mercedes Benz, E Class,2015,34000,3.0,Automatic,Diesel,54.3,16295
11147,Mercedes Benz, C Class,2015,51344,2.1,Automatic,Diesel,64.2,13195
11148,Mercedes Benz, GLA Class,2015,71280,2.1,Automatic,Diesel,62.8,13795
11149,Mercedes Benz, E Class,2016,99100,2.1,Automatic,Diesel,60.1,12795
11150,Mercedes Benz, C Class,2014,91430,2.1,Manual,Diesel,68.9,10500
11151,Mercedes Benz, C Class,2015,131790,2.1,Automatic,Hybrid,74.3,12995
11152,Mercedes Benz, E Class,2015,131180,2.1,Automatic,Diesel,60.1,11495
11153,Mercedes Benz, CLA Class,2016,47020,1.6,Manual,Petrol,51.4,14000
11154,Mercedes Benz, C Class,2016,102580,2.1,Automatic,Diesel,61.4,13195
11155,Mercedes Benz, A Class,2018,8804,1.3,Automatic,Petrol,28.5,18399
11156,Mercedes Benz, C Class,2015,33707,2.1,Automatic,Diesel,64.2,16499
11157,Mercedes Benz, A Class,2017,21733,1.5,Manual,Diesel,68.9,14999
11158,Mercedes Benz, B Class,2016,16538,2.1,Manual,Diesel,65.7,13399
11159,Mercedes Benz, C Class,2015,73960,2.1,Automatic,Diesel,64.2,14000
11160,Mercedes Benz, C Class,2016,94440,2.1,Automatic,Diesel,64.2,12195
11161,Mercedes Benz, C Class,2016,100950,2.1,Manual,Diesel,65.7,11000
11162,Mercedes Benz, C Class,2016,66950,2.0,Automatic,Hybrid,134.5,15000
11163,Mercedes Benz, GLA Class,2015,54500,2.1,Automatic,Diesel,62.8,14500
11164,Mercedes Benz, C Class,2015,33720,2.1,Automatic,Diesel,64.2,18199
11165,Mercedes Benz, A Class,2017,13027,1.6,Manual,Petrol,51.4,15599
11166,Mercedes Benz, A Class,2015,46835,2.1,Manual,Diesel,64.2,11899
11167,Mercedes Benz, A Class,2015,30035,1.5,Manual,Diesel,68.9,13699
11168,Mercedes Benz, A Class,2016,33202,2.1,Manual,Diesel,62.8,14799
11169,Mercedes Benz, A Class,2016,42406,1.5,Automatic,Diesel,70.6,12499
11170,Mercedes Benz, A Class,2016,23646,1.5,Manual,Diesel,72.4,13799
11171,Mercedes Benz, C Class,2008,70000,1.8,Automatic,Petrol,34.5,5875
11172,Mercedes Benz, A Class,2013,32713,1.5,Manual,Diesel,74.3,9990
11173,Mercedes Benz, A Class,2014,48494,1.6,Manual,Petrol,50.4,10990
11174,Mercedes Benz, S Class,2001,108800,3.2,Automatic,Diesel,31.7,1695
11175,Mercedes Benz, CL Class,2015,17568,2.1,Semi-Auto,Diesel,70.6,17950
11176,Mercedes Benz, C Class,2017,32664,2.0,Automatic,Petrol,40.9,20995
11177,Mercedes Benz, A Class,2016,18577,1.5,Manual,Diesel,68.9,15299
11178,Mercedes Benz, E Class,2014,56477,2.1,Automatic,Diesel,64.2,11999
11179,Mercedes Benz, A Class,2017,18154,2.1,Manual,Diesel,65.7,14699
11180,Mercedes Benz, C Class,2018,31708,2.1,Automatic,Diesel,61.4,18999
11181,Mercedes Benz, A Class,2013,49737,2.1,Automatic,Diesel,64.2,12999
11182,Mercedes Benz, E Class,2014,20437,2.1,Automatic,Diesel,57.7,14995
11183,Mercedes Benz, E Class,2018,24000,0.0,Automatic,Diesel,61.4,22738
11184,Mercedes Benz, CLK,2003,105000,2.7,Automatic,Diesel,39.2,3376
11185,Mercedes Benz, A Class,2013,51000,1.8,Manual,Diesel,61.4,11595
11186,Mercedes Benz, C Class,2018,9695,2.0,Automatic,Diesel,64.2,24999
11187,Mercedes Benz, C Class,2016,24735,2.1,Automatic,Diesel,65.7,23299
11188,Mercedes Benz, SLK,2013,35116,2.1,Automatic,Diesel,56.5,10699
11189,Mercedes Benz, A Class,2018,9385,1.3,Automatic,Petrol,28.5,19439
11190,Mercedes Benz, A Class,2015,19561,1.6,Manual,Petrol,48.7,13000
11191,Mercedes Benz, A Class,2015,37274,1.5,Manual,Diesel,70.6,12299
11192,Mercedes Benz, A Class,2017,13410,1.5,Manual,Diesel,72.4,14499
11193,Mercedes Benz, CL Class,2018,11107,1.6,Manual,Petrol,51.4,19069
11194,Mercedes Benz, C Class,2011,80268,2.1,Automatic,Diesel,56.5,7449
11195,Mercedes Benz, CL Class,2014,49491,1.6,Manual,Petrol,50.4,13499
11196,Mercedes Benz, GL Class,2016,34586,2.1,Automatic,Diesel,56.6,16999
11197,Mercedes Benz, A Class,2015,42379,1.5,Manual,Diesel,72.4,11869
11198,Mercedes Benz, A Class,2017,34243,1.5,Manual,Diesel,68.9,15199
11199,Mercedes Benz, C Class,2017,45960,2.0,Automatic,Hybrid,134.5,19199
11200,Mercedes Benz, A Class,2016,47130,2.1,Automatic,Diesel,67.3,14799
11201,Mercedes Benz, E Class,2018,22073,2.0,Automatic,Diesel,72.4,20599
11202,Mercedes Benz, C Class,2015,47012,2.1,Automatic,Diesel,62.8,14819
11203,Mercedes Benz, C Class,2013,25525,1.6,Automatic,Petrol,46.3,11999
11204,Mercedes Benz, B Class,2018,9867,2.1,Automatic,Diesel,68.9,14999
11205,Mercedes Benz, C Class,2016,55154,1.6,Manual,Diesel,65.7,13499
11206,Mercedes Benz, B Class,2014,59587,1.5,Manual,Diesel,61.4,8699
11207,Mercedes Benz, GL Class,2018,14505,1.6,Automatic,Petrol,50.4,20699
11208,Mercedes Benz, SLK,2013,43739,2.1,Automatic,Diesel,56.5,10499
11209,Mercedes Benz, C Class,2016,30497,2.0,Automatic,Hybrid,134.5,19999
11210,Mercedes Benz, C Class,2013,57062,2.1,Automatic,Diesel,54.3,10699
11211,Mercedes Benz, A Class,2017,10707,2.1,Automatic,Diesel,68.9,17399
11212,Mercedes Benz, C Class,2018,9047,2.1,Automatic,Diesel,60.1,19399
11213,Mercedes Benz, GL Class,2018,13436,1.6,Automatic,Petrol,50.4,19999
11214,Mercedes Benz, C Class,2019,7137,1.5,Automatic,Petrol,47.1,24899
11215,Mercedes Benz, E Class,2015,35995,3.5,Automatic,Petrol,37.7,19699
11216,Mercedes Benz, A Class,2017,64106,2.1,Automatic,Diesel,70.6,12999
11217,Mercedes Benz, A Class,2016,16489,1.5,Manual,Diesel,68.9,15939
11218,Mercedes Benz, C Class,2018,25396,2.1,Automatic,Diesel,61.4,19999
11219,Mercedes Benz, C Class,2011,64000,1.8,Manual,Petrol,38.7,7999
11220,Mercedes Benz, A Class,2014,52000,1.5,Manual,Diesel,72.4,9799
11221,Mercedes Benz, E Class,2015,27986,2.2,Automatic,Diesel,57.7,14995
11222,Mercedes Benz, CLS Class,2016,53000,2.1,Automatic,Diesel,56.5,18995
11223,Mercedes Benz, C Class,2015,76157,2.0,Manual,Petrol,51.4,10799
11224,Mercedes Benz, C Class,2018,10493,2.1,Automatic,Diesel,64.2,19499
11225,Mercedes Benz, A Class,2017,14174,2.1,Manual,Diesel,65.7,15399
11226,Mercedes Benz, C Class,2018,36926,2.0,Automatic,Diesel,61.4,21999
11227,Mercedes Benz, M Class,2015,75358,2.1,Automatic,Diesel,39.2,19689
11228,Mercedes Benz, A Class,2018,26758,1.6,Manual,Petrol,51.4,16699
11229,Mercedes Benz, C Class,2014,49241,2.1,Automatic,Diesel,64.2,14199
11230,Mercedes Benz, S Class,2010,51238,3.0,Automatic,Diesel,37.2,9995
11231,Mercedes Benz, E Class,2015,38000,2.1,Semi-Auto,Diesel,60.1,15995
11232,Mercedes Benz, SLK,2008,65000,1.8,Automatic,Petrol,34.4,6775
11233,Mercedes Benz, E Class,2013,75000,2.1,Manual,Diesel,52.3,10675
11234,Mercedes Benz, A Class,2013,60000,1.5,Manual,Diesel,72.4,8975
11235,Mercedes Benz, A Class,2015,77000,1.5,Manual,Diesel,70.6,10995
11236,Mercedes Benz, C Class,2007,62000,2.1,Semi-Auto,Diesel,42.2,5995
11237,Mercedes Benz, C Class,2010,90000,2.1,Automatic,Diesel,47.9,5975
11238,Mercedes Benz, GL Class,2014,35598,2.1,Automatic,Diesel,55.4,16499
11239,Mercedes Benz, A Class,2016,39266,1.5,Semi-Auto,Diesel,74.3,13450
11240,Mercedes Benz, C Class,2014,41000,2.1,Automatic,Diesel,64.2,16450
11241,Mercedes Benz, C Class,2018,19941,1.6,Automatic,Diesel,65.7,18700
11242,Mercedes Benz, A Class,2015,59558,2.1,Manual,Diesel,62.8,14499
11243,Mercedes Benz, A Class,2016,20952,1.5,Manual,Diesel,68.9,15921
11244,Mercedes Benz, S Class,2016,27000,3.0,Automatic,Diesel,50.4,30000
11245,Mercedes Benz, E Class,2014,38800,2.1,Automatic,Diesel,57.7,15695
11246,Mercedes Benz, E Class,2009,131711,3.0,Automatic,Diesel,27.7,3995
11247,Mercedes Benz, C Class,2014,68000,1.8,Automatic,Diesel,62.8,10995
11248,Mercedes Benz, M Class,2010,46000,3.0,Automatic,Diesel,31.0,12995
11249,Mercedes Benz, M Class,2007,67000,3.0,Automatic,Diesel,28.8,6750
11250,Mercedes Benz, C Class,2017,26213,2.1,Automatic,Diesel,65.7,21399
11251,Mercedes Benz, E Class,2010,94873,3.0,Automatic,Diesel,44.1,8949
11252,Mercedes Benz, M Class,2010,155876,3.0,Automatic,Diesel,32.5,7449
11253,Mercedes Benz, A Class,2016,21068,1.5,Automatic,Diesel,74.3,17295
11254,Mercedes Benz, C Class,2016,27268,2.1,Automatic,Diesel,64.2,16449
11255,Mercedes Benz, A Class,2018,12215,1.3,Automatic,Petrol,28.5,19879
11256,Mercedes Benz, A Class,2017,8961,1.5,Manual,Diesel,68.9,16919
11257,Mercedes Benz, A Class,2015,28051,1.6,Manual,Petrol,49.6,13959
11258,Mercedes Benz, A Class,2016,7925,2.0,Manual,Petrol,41.5,19499
11259,Mercedes Benz, A Class,2016,43132,1.5,Manual,Diesel,68.9,14459
11260,Mercedes Benz, C Class,2016,17757,2.0,Manual,Petrol,53.3,17779
11261,Mercedes Benz, C Class,2016,15664,2.0,Manual,Petrol,53.3,14739
11262,Mercedes Benz, E Class,2014,28436,2.1,Manual,Diesel,54.3,12995
11263,Mercedes Benz, A Class,2007,79485,1.5,Manual,Petrol,45.6,2795
11264,Mercedes Benz, B Class,2016,67558,2.1,Automatic,Diesel,67.3,12441
11265,Mercedes Benz, CL Class,2016,52819,2.1,Semi-Auto,Diesel,67.3,16299
11266,Mercedes Benz, C Class,2016,25334,2.0,Automatic,Petrol,51.4,18999
11267,Mercedes Benz, A Class,2016,27636,1.5,Manual,Diesel,68.9,14799
11268,Mercedes Benz, C Class,2014,34032,2.1,Automatic,Diesel,64.2,16499
11269,Mercedes Benz, A Class,2013,29526,1.6,Automatic,Petrol,50.4,11599
11270,Mercedes Benz, C Class,2015,35592,2.1,Automatic,Diesel,64.2,16679
11271,Mercedes Benz, C Class,2018,24564,2.1,Automatic,Diesel,61.4,19999
11272,Mercedes Benz, A Class,2018,24117,2.1,Manual,Diesel,62.8,16869
11273,Mercedes Benz, R Class,2011,75857,3.0,Automatic,Diesel,33.2,11999
11274,Mercedes Benz, E Class,2014,60690,2.1,Automatic,Diesel,55.4,12899
11275,Mercedes Benz, C Class,2018,20173,2.1,Automatic,Diesel,61.4,19799
11276,Mercedes Benz, GL Class,2018,17231,1.6,Automatic,Petrol,50.4,19699
11277,Mercedes Benz, A Class,2017,20753,1.5,Manual,Diesel,68.9,15499
11278,Mercedes Benz, C Class,2016,28960,1.6,Manual,Diesel,72.4,13999
11279,Mercedes Benz, B Class,2015,13437,2.1,Manual,Diesel,64.2,11499
11280,Mercedes Benz, E Class,2018,20304,2.0,Automatic,Diesel,72.4,21500
11281,Mercedes Benz, C Class,2019,9683,1.5,Automatic,Petrol,46.3,17999
11282,Mercedes Benz, C Class,2016,74252,2.0,Automatic,Hybrid,134.5,16879
11283,Mercedes Benz, C Class,2015,49468,2.1,Automatic,Diesel,64.2,14370
11284,Mercedes Benz, C Class,2015,24352,2.1,Automatic,Diesel,68.9,18199
11285,Mercedes Benz, C Class,2015,55978,2.1,Automatic,Diesel,61.4,16999
11286,Mercedes Benz, GL Class,2017,69751,2.1,Automatic,Diesel,56.5,17399
11287,Mercedes Benz, A Class,2016,18593,1.5,Manual,Diesel,80.7,12999
11288,Mercedes Benz, A Class,2016,24017,1.6,Manual,Petrol,49.6,15999
11289,Mercedes Benz, A Class,2014,48846,2.1,Manual,Diesel,62.8,12499
11290,Mercedes Benz, C Class,2013,58654,2.1,Manual,Diesel,52.3,10199
11291,Mercedes Benz, C Class,2016,38764,2.1,Manual,Diesel,68.9,14799
11292,Mercedes Benz, CL Class,2017,52417,2.1,Manual,Diesel,67.3,14999
11293,Mercedes Benz, C Class,2016,33608,2.1,Automatic,Diesel,67.3,19349
11294,Mercedes Benz, GL Class,2018,25458,1.6,Manual,Petrol,48.7,17699
11295,Mercedes Benz, SL CLASS,2018,8942,1.6,Automatic,Petrol,48.7,18999
11296,Mercedes Benz, C Class,2018,28848,2.1,Automatic,Diesel,64.2,18799
11297,Mercedes Benz, A Class,2018,16872,1.5,Automatic,Diesel,65.7,18499
11298,Mercedes Benz, C Class,2014,85699,2.1,Automatic,Diesel,64.2,8999
11299,Mercedes Benz, C Class,2017,33368,2.1,Automatic,Diesel,64.2,16999
11300,Mercedes Benz, A Class,2017,27654,1.5,Manual,Diesel,72.4,13499
11301,Mercedes Benz, C Class,2017,47106,1.6,Manual,Diesel,70.6,14999
11302,Mercedes Benz, A Class,2014,43830,1.5,Manual,Diesel,70.6,11499
11303,Mercedes Benz, A Class,2016,38425,1.5,Manual,Diesel,68.9,13999
11304,Mercedes Benz, A Class,2017,50827,1.5,Manual,Diesel,72.4,13899
11305,Mercedes Benz, B Class,2012,74397,1.6,Automatic,Petrol,47.9,7899
11306,Mercedes Benz, GL Class,2016,26809,2.1,Manual,Diesel,67.3,15699
11307,Mercedes Benz, C Class,2016,45250,2.1,Automatic,Diesel,64.2,18399
11308,Mercedes Benz, C Class,2017,47053,2.1,Automatic,Diesel,60.1,19399
11309,Mercedes Benz, E Class,2013,15759,2.1,Automatic,Diesel,58.9,13599
11310,Mercedes Benz, A Class,2017,23224,1.5,Automatic,Diesel,74.3,15999
11311,Mercedes Benz, C Class,2015,70804,2.1,Automatic,Diesel,60.1,12800
11312,Mercedes Benz, E Class,2018,26439,2.0,Automatic,Diesel,72.4,19899
11313,Mercedes Benz, C Class,2018,10815,2.1,Automatic,Diesel,60.1,21199
11314,Mercedes Benz, E Class,2016,35805,2.0,Automatic,Diesel,72.4,17399
11315,Mercedes Benz, C Class,2013,86136,2.1,Automatic,Diesel,57.7,8099
11316,Mercedes Benz, GL Class,2014,24809,2.0,Automatic,Petrol,42.8,17499
11317,Mercedes Benz, C Class,2016,9578,2.1,Manual,Diesel,70.6,15391
11318,Mercedes Benz, E Class,2016,24267,3.0,Automatic,Diesel,54.3,19299
11319,Mercedes Benz, C Class,2014,46931,2.1,Automatic,Diesel,53.3,11999
11320,Mercedes Benz, M Class,2012,62639,3.0,Automatic,Diesel,39.2,15699
11321,Mercedes Benz, A Class,2018,18828,1.6,Manual,Petrol,51.4,17149
11322,Mercedes Benz, E Class,2016,80652,2.0,Automatic,Diesel,67.3,15699
11323,Mercedes Benz, E Class,2015,95008,2.1,Automatic,Diesel,56.5,12437
11324,Mercedes Benz, GL Class,2015,41270,2.1,Automatic,Diesel,62.8,15299
11325,Mercedes Benz, GL Class,2018,12471,1.6,Automatic,Petrol,50.4,19999
11326,Mercedes Benz, GL Class,2017,30827,2.1,Automatic,Diesel,47.9,27999
11327,Mercedes Benz, A Class,2015,19511,2.1,Automatic,Diesel,64.2,15175
11328,Mercedes Benz, E Class,2017,37722,2.0,Automatic,Diesel,65.7,19599
11329,Mercedes Benz, C Class,2018,10346,2.0,Automatic,Petrol,43.5,22899
11330,Mercedes Benz, E Class,2013,43959,2.1,Automatic,Diesel,57.7,11250
11331,Mercedes Benz, A Class,2017,11665,2.1,Manual,Diesel,65.7,15599
11332,Mercedes Benz, A Class,2018,4618,1.3,Automatic,Petrol,53.3,23799
11333,Mercedes Benz, A Class,2016,31817,1.5,Automatic,Diesel,76.4,13699
11334,Mercedes Benz, C Class,2016,47360,2.1,Automatic,Diesel,64.2,15199
11335,Mercedes Benz, C Class,2016,16225,2.0,Manual,Petrol,49.6,19799
11336,Mercedes Benz, CL Class,2016,25668,1.6,Manual,Petrol,51.4,16999
11337,Mercedes Benz, CLS Class,2011,28738,3.0,Automatic,Diesel,46.3,13299
11338,Mercedes Benz, C Class,2015,69037,2.1,Automatic,Hybrid,76.4,14699
11339,Mercedes Benz, A Class,2016,31143,2.1,Manual,Diesel,62.8,14499
11340,Mercedes Benz, M Class,2012,75626,2.1,Automatic,Diesel,44.8,14999
11341,Mercedes Benz, C Class,2016,32044,2.1,Automatic,Diesel,64.2,17699
11342,Mercedes Benz, A Class,2014,59000,2.0,Automatic,Petrol,44.1,12950
11343,Mercedes Benz, SLK,2008,78954,1.8,Automatic,Petrol,34.4,5850
11344,Mercedes Benz, V Class,2010,259000,3.0,Automatic,Diesel,30.7,6949
11345,Mercedes Benz, C Class,2015,37000,2.1,Automatic,Diesel,61.4,16500
11346,Mercedes Benz, SL CLASS,2010,32450,3.5,Automatic,Petrol,29.1,18000
11347,Mercedes Benz,230,2007,94000,0.0,Automatic,Petrol,29.4,4500
11348,Mercedes Benz, M Class,2008,96000,3.0,Semi-Auto,Diesel,28.8,6495
11349,Mercedes Benz, E Class,2016,27032,2.0,Automatic,Diesel,65.7,19599
11350,Mercedes Benz, C Class,2017,18862,2.0,Manual,Petrol,53.3,14399
11351,Mercedes Benz, C Class,2017,35652,2.0,Automatic,Hybrid,134.5,17499
11352,Mercedes Benz, CL Class,2016,48485,2.1,Automatic,Diesel,58.9,17999
11353,Mercedes Benz, A Class,2013,51140,1.6,Automatic,Petrol,50.4,10599
11354,Mercedes Benz, GL Class,2017,56316,2.1,Automatic,Diesel,56.5,20500
11355,Mercedes Benz, A Class,2016,42506,2.1,Automatic,Diesel,68.9,15699
11356,Mercedes Benz, CL Class,2016,30269,2.1,Automatic,Diesel,67.3,18399
11357,Mercedes Benz, C Class,2016,53613,2.1,Automatic,Diesel,64.2,17799
11358,Mercedes Benz, GL Class,2017,14602,2.1,Manual,Diesel,67.3,16995
11359,Mercedes Benz, C Class,2015,73227,2.0,Manual,Petrol,52.3,12299
11360,Mercedes Benz, GL Class,2018,2880,2.1,Automatic,Diesel,56.5,20999
11361,Mercedes Benz, E Class,2017,37259,2.0,Automatic,Diesel,65.7,19999
11362,Mercedes Benz, GL Class,2018,14026,2.1,Automatic,Diesel,56.5,20899
11363,Mercedes Benz, C Class,2018,9562,2.1,Automatic,Diesel,61.4,20299
11364,Mercedes Benz, GL Class,2015,49838,2.1,Automatic,Diesel,55.4,16499
11365,Mercedes Benz, C Class,2015,50299,1.6,Manual,Diesel,70.6,12599
11366,Mercedes Benz, C Class,2015,25758,2.1,Automatic,Hybrid,78.5,17299
11367,Mercedes Benz, E Class,2016,26561,2.1,Automatic,Diesel,58.9,17499
11368,Mercedes Benz, CLS Class,2015,51974,2.1,Automatic,Diesel,57.7,17499
11369,Mercedes Benz, E Class,2013,41920,3.0,Automatic,Diesel,47.1,14999
11370,Mercedes Benz, C Class,2016,49586,2.1,Automatic,Diesel,64.2,15399
11371,Mercedes Benz, A Class,2018,11825,1.5,Automatic,Diesel,65.7,18699
11372,Mercedes Benz, CL Class,2016,42215,2.1,Manual,Diesel,67.3,17199
11373,Mercedes Benz, A Class,2018,21548,1.5,Automatic,Diesel,65.7,17499
11374,Mercedes Benz, GL Class,2014,43632,2.1,Automatic,Diesel,55.4,14899
11375,Mercedes Benz, C Class,2018,20892,2.0,Automatic,Petrol,43.5,21999
11376,Mercedes Benz, A Class,2018,22767,1.5,Automatic,Diesel,65.7,17499
11377,Mercedes Benz, GL Class,2015,24963,2.1,Automatic,Diesel,55.4,17799
11378,Mercedes Benz, M Class,2004,165000,3.7,Semi-Auto,Petrol,20.0,1995
11379,Mercedes Benz, B Class,2013,34875,1.8,Automatic,Diesel,64.2,9499
11380,Mercedes Benz, C Class,2009,112000,2.1,Automatic,Diesel,46.3,5295
11381,Mercedes Benz, C Class,2011,120899,1.8,Automatic,Petrol,40.4,6995
11382,Mercedes Benz, C Class,2012,170000,2.1,Automatic,Diesel,54.3,5250
11383,Mercedes Benz, CLK,2005,105000,2.1,Automatic,Diesel,43.5,1995
11384,Mercedes Benz, X-CLASS,2019,1000,2.3,Automatic,Diesel,35.8,31990
11385,Mercedes Benz, X-CLASS,2018,3500,2.3,Automatic,Diesel,35.8,28490
11386,Mercedes Benz, X-CLASS,2019,13000,3.0,Automatic,Diesel,31.4,33990
11387,Mercedes Benz, A Class,2013,74000,1.5,Manual,Diesel,74.3,8495
11388,Mercedes Benz, X-CLASS,2018,5000,2.3,Automatic,Diesel,35.8,29490
11389,Mercedes Benz, X-CLASS,2018,10000,2.3,Automatic,Diesel,35.8,28990
11390,Mercedes Benz, X-CLASS,2019,4000,2.3,Automatic,Diesel,35.8,28990
11391,Mercedes Benz, X-CLASS,2019,8000,3.0,Automatic,Diesel,31.4,38990
11392,Mercedes Benz, V Class,2017,5000,2.1,Automatic,Diesel,48.7,25490
11393,Mercedes Benz, CLS Class,2012,48579,3.0,Automatic,Diesel,46.3,13199
11394,Mercedes Benz, A Class,2013,58358,1.5,Manual,Diesel,72.4,9999
11395,Mercedes Benz, A Class,2016,19891,1.5,Manual,Diesel,68.9,15595
11396,Mercedes Benz, A Class,2017,9330,1.6,Manual,Petrol,51.4,15799
11397,Mercedes Benz, A Class,2015,43610,1.5,Manual,Diesel,72.4,12299
11398,Mercedes Benz, C Class,2016,63478,2.1,Manual,Diesel,68.9,15499
11399,Mercedes Benz, C Class,2016,59243,2.1,Automatic,Diesel,64.2,14999
11400,Mercedes Benz, E Class,2018,29911,2.0,Automatic,Diesel,65.7,22699
11401,Mercedes Benz, E Class,2013,62051,2.1,Automatic,Diesel,54.3,11899
11402,Mercedes Benz, C Class,2017,18075,3.0,Automatic,Petrol,35.3,31750
11403,Mercedes Benz, SL CLASS,2015,38570,3.0,Automatic,Petrol,36.7,26750
11404,Mercedes Benz, E Class,2013,127600,2.1,Manual,Diesel,51.4,5995
11405,Mercedes Benz, S Class,2017,35980,3.0,Automatic,Diesel,52.3,30795
11406,Mercedes Benz, A Class,2014,37066,2.1,Automatic,Diesel,64.2,13750
11407,Mercedes Benz, C Class,2016,23196,1.6,Automatic,Diesel,65.7,16250
11408,Mercedes Benz, GLA Class,2017,30477,2.1,Automatic,Diesel,56.5,18841
11409,Mercedes Benz, C Class,2018,21936,2.0,Automatic,Petrol,51.4,17450
11410,Mercedes Benz, CLA Class,2016,82177,2.1,Automatic,Diesel,68.9,11950
11411,Mercedes Benz, CLA Class,2015,17500,1.6,Automatic,Petrol,51.4,15400
11412,Mercedes Benz, X-CLASS,2018,14000,2.3,Automatic,Diesel,35.8,28990
11413,Mercedes Benz, E Class,2005,79191,1.8,Automatic,Petrol,32.5,3485
11414,Mercedes Benz, A Class,2013,50380,1.6,Manual,Petrol,51.4,9450
11415,Mercedes Benz, A Class,2016,29917,2.1,Automatic,Diesel,74.3,13599
11416,Mercedes Benz, A Class,2016,35699,1.5,Manual,Diesel,72.4,12799
11417,Mercedes Benz, C Class,2019,10765,2.0,Automatic,Diesel,57.7,26995
11418,Mercedes Benz, C Class,2017,17413,2.1,Automatic,Diesel,58.9,21995
11419,Mercedes Benz, E Class,2019,4129,2.0,Automatic,Hybrid,201.8,34995
11420,Mercedes Benz, CLK,2002,98000,5.0,Automatic,Petrol,24.6,3790
11421,Mercedes Benz, E Class,2010,69173,2.1,Automatic,Diesel,45.6,6794
11422,Mercedes Benz, C Class,2015,42000,2.1,Automatic,Diesel,61.4,16975
11423,Mercedes Benz, CLS Class,2011,75000,3.0,Automatic,Diesel,46.3,11975
11424,Mercedes Benz, SL CLASS,2010,79000,3.5,Automatic,Petrol,29.1,11975
11425,Mercedes Benz, A Class,2017,30000,2.1,Semi-Auto,Diesel,68.9,16750
11426,Mercedes Benz, C Class,2017,50212,1.6,Automatic,Diesel,61.4,17599
11427,Mercedes Benz, C Class,2018,22027,2.0,Automatic,Diesel,61.4,22199
11428,Mercedes Benz, A Class,2014,68184,1.6,Automatic,Petrol,50.4,11019
11429,Mercedes Benz, A Class,2016,16307,1.5,Automatic,Diesel,74.3,14799
11430,Mercedes Benz, C Class,2006,86000,3.5,Automatic,Petrol,28.2,3200
11431,Mercedes Benz, E Class,2013,22000,3.0,Automatic,Diesel,47.9,16500
11432,Mercedes Benz, GLA Class,2014,46000,2.1,Automatic,Diesel,55.4,16395
11433,Mercedes Benz, A Class,2011,60000,2.0,Automatic,Diesel,52.3,5195
11434,Mercedes Benz, GL Class,2016,11684,2.1,Automatic,Diesel,67.3,17299
11435,Mercedes Benz, C Class,2018,38169,2.1,Automatic,Diesel,60.1,17999
11436,Mercedes Benz, C Class,2016,65548,1.6,Manual,Diesel,72.4,11999
11437,Mercedes Benz, A Class,2018,9827,1.5,Automatic,Diesel,65.7,17999
11438,Mercedes Benz, SLK,2012,28500,1.8,Automatic,Petrol,42.8,13999
11439,Mercedes Benz, X-CLASS,2018,9500,3.0,Automatic,Diesel,31.4,36790
11440,Mercedes Benz, A Class,2016,20146,2.1,Manual,Diesel,68.9,13599
11441,Mercedes Benz, C Class,2016,93948,2.1,Automatic,Diesel,62.8,12459
11442,Mercedes Benz, A Class,2016,23453,1.5,Manual,Diesel,72.4,13499
11443,Mercedes Benz, E Class,2015,53652,2.1,Automatic,Diesel,61.4,13999
11444,Mercedes Benz, C Class,2014,50179,2.1,Automatic,Diesel,53.3,10699
11445,Mercedes Benz, E Class,2017,77363,2.0,Automatic,Diesel,61.4,18999
11446,Mercedes Benz, A Class,2017,37762,1.5,Automatic,Diesel,74.3,15165
11447,Mercedes Benz, GL Class,2018,13096,1.6,Automatic,Petrol,50.4,19999
11448,Mercedes Benz, A Class,2018,12194,1.3,Automatic,Petrol,28.5,19549
11449,Mercedes Benz, GL Class,2016,46864,2.1,Automatic,Diesel,56.5,18499
11450,Mercedes Benz, GL Class,2016,32293,2.1,Automatic,Diesel,67.3,16999
11451,Mercedes Benz, B Class,2018,4275,1.5,Automatic,Diesel,68.9,16999
